column,medium,source,needs_rescore,deployed_prompt,canonical_prompt,ensemble,low_signal,genre_track
visual_Handheld,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Handheld' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Handheld' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Optimistic,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Optimistic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Optimistic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
9_how_realistic_did_you_find_the_dialogue_in_the_movie,tv,prompts_master,False,"Based only on this TV show's plot, answer: How realistic did you find the dialogue in the movie? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this TV show's plot, answer: How realistic did you find the dialogue in the movie? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
mood_Mysterious,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Mysterious' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Mysterious' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Dark,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Dark' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Dark' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Funny,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Funny' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Funny' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
4_how_familiar_was_the_world_of_the_movie_by_familiar_we_mean_a_settin,tv,prompts_master,False,"Consider this TV show. How familiar was the world of the movie? By familiar we mean a setting that you know we Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this tv. How familiar was the world of the movie? By familiar we mean a setting that you know well, either from your own lived experiences or from other movies, books, or media. Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
14_how_important_was_the_score_to_your_experience_of_the_movie,tv,prompts_master,False,"Consider this TV show. How important was the score to your experience of the movie? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. How important was the score to your experience of the movie? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,tv,prompts_master,False,"Consider this TV show. On a scale of 1 (very confusing) to 7 (very easy-to-understand)? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. On a scale of 1 (very confusing) to 7 (very easy-to-understand)? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Heartwarming,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Heartwarming' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Heartwarming' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
score_Intimate,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Intimate' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Intimate' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Intense,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Intense' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Intense' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Physical,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Physical' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Physical' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
score_Orchestral,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Orchestral' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Orchestral' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
score_Grand,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Grand' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Grand' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,True,False
score_Electronic,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Electronic' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Electronic' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Hopeful,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Hopeful' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Hopeful' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Energetic,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Energetic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Energetic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Improvisational,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Improvisational' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Improvisational' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Theatrical,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Theatrical' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Theatrical' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Natural,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Natural' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Natural' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
4_after_having_watched_the_movie_how_glad_are_you_to_have_devoted_time,tv,prompts_master,False,"Consider this TV show. After having watched the movie, how glad are you to have devoted time and energy to it? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. After having watched the movie, how glad are you to have devoted time and energy to it? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
score_Rock_n__Roll,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Rock n' Roll' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Rock n' Roll' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,True,False
